city,state,price,year,make,model,condition,cylinders,fuel,odometer,title,transmission,drive,size,type,color,lat,long
madison,WI,4650,2012,chevrolet,impala,excellent,6 cylinders,gas,196000,clean,automatic,fwd,full-size,sedan,brown,43.769,-89.3586
winston-salem,NC,5495,2003,honda,accord,like new,6 cylinders,gas,172807,clean,automatic,fwd,compact,sedan,blue,35.942551,-80.000576
northwest GA,GA,28000,2017,gmc,sierra slt z71 4x4,excellent,8 cylinders,gas,128499,lien,automatic,4wd,full-size,pickup,grey,34.2717,-84.7383
tucson,AZ,10995,2008,ford,super duty f-350 drw,excellent,10 cylinders,gas,214263,clean,automatic,rwd,full-size,pickup,white,32.207754,-110.890427
syracuse,NY,6888,2003,ford,excursion xlt,good,10 cylinders,gas,123000,clean,automatic,4wd,full-size,SUV,black,42.981268,-76.142587
topeka,KS,11995,2015,chevrolet,cruze,excellent,4 cylinders,gas,72458,clean,automatic,fwd,mid-size,sedan,red,38.671224,-94.366134
North Windham,ME,9488,2010,hyundai,santa fe,excellent,4 cylinders,gas,71871,clean,automatic,4wd,full-size,SUV,blue,43.242544,-70.89904200000001
ocala,FL,1,2015,infiniti,qx80,excellent,8 cylinders,gas,40561,clean,automatic,4wd,full-size,SUV,custom,28.466088,-81.396429
saginaw,MI,13500,2013,volkswagen,passat,excellent,4 cylinders,diesel,36368,clean,automatic,fwd,mid-size,sedan,grey,42.94542,-83.67716999999999
North Windham,ME,9995,2015,ford,focus,excellent,4 cylinders,gas,49455,clean,automatic,fwd,compact,hatchback,silver,44.094322,-69.847298
missoula,MT,23995,2015,chevrolet,silverado 2500,excellent,8 cylinders,gas,151522,clean,automatic,4wd,full-size,pickup,yellow,46.537738,-114.105892
oklahoma city,OK,0,2006,ram,2500,excellent,6 cylinders,diesel,180237,clean,automatic,4wd,full-size,truck,black,35.71996,-96.95391
lubbock,TX,5900,2005,gmc,envoy xl,excellent,6 cylinders,gas,136000,clean,automatic,rwd,full-size,SUV,silver,33.376217,-101.76258100000001
greenville ,SC,9000,2010,audi,a5 cabriolet,good,4 cylinders,gas,92000,clean,automatic,fwd,mid-size,convertible,white,34.8661,-82.3198
lincoln,NE,5850,2008,chevrolet,silverado,excellent,8 cylinders,gas,285000,clean,automatic,rwd,full-size,pickup,silver,40.784461,-96.69376199999999
visalia,CA,0,2011,toyota,avalon limited,excellent,6 cylinders,gas,80627,clean,automatic,fwd,compact,sedan,blue,36.32725,-119.276729
modesto,CA,7495,2008,jeep,liberty sport,like new,6 cylinders,gas,119825,clean,automatic,4wd,mid-size,SUV,silver,37.7005,-121.0252
lexington,KY,3095,2003,toyota,highlander,good,4 cylinders,gas,0,clean,automatic,fwd,full-size,SUV,silver,39.361882,-84.465036
south jersey,NJ,4000,2006,NaN,lr3,fair,6 cylinders,gas,94500,clean,automatic,4wd,full-size,SUV,black,40.0422,-75.0244
southern WV,WV,7000,2007,acura,tl type s,fair,6 cylinders,gas,207800,clean,manual,fwd,full-size,sedan,blue,37.425447,-81.018359
hudson valley,NY,3500,2001,acura,3.2cl 2dr type s,good,6 cylinders,gas,84720,clean,automatic,fwd,mid-size,coupe,black,41.443000000000005,-74.2505
lansing,MI,27900,2014,ram,2500,good,6 cylinders,diesel,150050,clean,automatic,4wd,full-size,truck,grey,43.0506,-83.61511999999999
sacramento,CA,12950,2012,volkswagen,golf tdi coupe 2 door,excellent,4 cylinders,diesel,35000,clean,manual,fwd,compact,hatchback,blue,38.531087,-121.389277
greensboro,NC,12500,2000,chevrolet,corvette,good,8 cylinders,gas,121267,clean,manual,rwd,mid-size,convertible,black,36.071993,-79.884585
mendocino county,CA,0,2019,chevrolet,express 2500,excellent,6 cylinders,gas,11164,clean,automatic,rwd,full-size,van,white,39.032920000000004,-122.92535
utica,NY,20000,2017,ford,edge,excellent,4 cylinders,gas,86146,clean,automatic,4wd,mid-size,SUV,silver,43.204762,-75.440834
wichita,KS,10995,2010,ford,f150 supercrew lariat,good,8 cylinders,gas,181658,clean,automatic,rwd,full-size,truck,black,37.605391999999995,-97.279163
stockton,CA,11998,2016,honda,civic ex,like new,4 cylinders,gas,31000,salvage,automatic,fwd,full-size,sedan,blue,38.609584000000005,-121.435028
worcester ,MA,27985,2016,ram,2500,good,8 cylinders,gas,18769,clean,automatic,4wd,full-size,truck,white,41.958739,-71.492906
danville,NC,4495,2008,ford,edge limited awd,excellent,6 cylinders,gas,162218,clean,automatic,4wd,full-size,SUV,black,36.695471000000005,-79.89755
buffalo,NY,1400,2006,pontiac,g6,good,6 cylinders,gas,157300,clean,automatic,fwd,mid-size,sedan,grey,42.7701,-78.602
rochester,NY,16770,2011,chevrolet,silverado 1500,excellent,8 cylinders,gas,81000,clean,automatic,4wd,full-size,truck,blue,43.002421000000005,-77.667238
des moines,IA,6995,2011,ford,ranger,excellent,4 cylinders,gas,153373,clean,automatic,rwd,mid-size,pickup,red,41.600615000000005,-93.501522
minneapolis ,MN,5995,2002,ford,f-250 sd,good,8 cylinders,gas,241222,clean,automatic,4wd,full-size,truck,custom,45.683596,-92.964836
northern michigan,MI,17900,2008,ford,f-250 sd,good,8 cylinders,diesel,107374,clean,automatic,4wd,full-size,truck,grey,43.0506,-83.61511999999999
lincoln,NE,13850,2000,ford,econoline,like new,8 cylinders,gas,101415,clean,automatic,rwd,full-size,van,white,40.773365000000005,-96.653938
corpus christi,TX,27625,2019,ram,promaster 2500,like new,6 cylinders,gas,55651,clean,automatic,fwd,full-size,van,white,27.797686,-97.475285
western slope,CO,14450,2014,chevrolet,camaro,excellent,6 cylinders,gas,53909,clean,automatic,rwd,mid-size,coupe,grey,38.406381,-107.844329
syracuse,NY,16900,2013,volvo,xc 90,like new,6 cylinders,gas,54138,clean,automatic,4wd,full-size,SUV,brown,43.1201,-77.485486
kansas city,MO,31995,2017,ford,f-150,excellent,8 cylinders,gas,51216,clean,automatic,4wd,full-size,truck,grey,38.9142,-94.4073
battle creek,MI,27900,2011,ford,econoline e350,excellent,8 cylinders,gas,32000,clean,automatic,rwd,full-size,bus,white,42.254469,-84.460638
colorado springs,CO,14795,2014,subaru,impreza 2.0,good,4 cylinders,gas,55948,clean,other,4wd,mid-size,wagon,blue,38.848686,-104.757437
bloomington,IN,17997,2009,ram,1500,excellent,8 cylinders,gas,73569,clean,automatic,4wd,full-size,pickup,yellow,40.044339,-86.469741
appleton,WI,1995,2002,volkswagen,jetta gls,excellent,4 cylinders,gas,234163,clean,automatic,fwd,mid-size,sedan,silver,44.0656,-89.2666
finger lakes,NY,8995,2010,toyota,sienna,excellent,6 cylinders,gas,89615,clean,automatic,fwd,full-size,van,blue,43.223552000000005,-77.372473
North Providence,RI,2850,2007,mitsubishi,eclipse,excellent,4 cylinders,gas,161000,clean,automatic,fwd,compact,coupe,silver,41.574,-71.6076
southwest michigan,IN,14990,2007,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,102300,clean,automatic,rwd,full-size,pickup,silver,42.402768,-86.259661
kansas city,MO,0,2018,hyundai,sante fe sport,excellent,4 cylinders,gas,48689,clean,automatic,fwd,full-size,SUV,blue,38.9528,-94.4705
charleston,SC,3450,2001,ram,2500 cargo van,good,8 cylinders,gas,173786,clean,automatic,rwd,full-size,van,white,32.756221000000004,-79.98304499999999
omaha ,NE,5995,2006,volkswagen,jetta,excellent,4 cylinders,gas,121380,clean,manual,fwd,mid-size,coupe,blue,41.200373,-96.043382
Colchester,VT,6998,2012,toyota,yaris,excellent,4 cylinders,gas,62830,clean,automatic,fwd,full-size,sedan,black,44.834545,-73.07453199999999
joplin,MO,27450,2014,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,124683,clean,automatic,4wd,full-size,truck,black,38.9142,-94.4073
manhattan,KS,9495,2010,buick,enclave cxl,excellent,6 cylinders,gas,136008,clean,automatic,fwd,full-size,SUV,white,39.035726000000004,-96.829436
des moines,IA,6800,2012,ford,focus,like new,4 cylinders,gas,97305,clean,automatic,fwd,compact,hatchback,grey,41.0295,-93.7712
twin falls,ID,5950,2006,dodge,durango,good,8 cylinders,gas,127000,clean,automatic,4wd,full-size,SUV,silver,42.393211,-114.52216999999999
topeka,KS,6000,2001,dodge,dakota slt quad cab,good,8 cylinders,gas,86055,rebuilt,automatic,rwd,mid-size,pickup,green,39.066153,-95.643309
orlando,FL,1295,2013,ford,escape,like new,6 cylinders,gas,112046,clean,automatic,fwd,full-size,SUV,green,28.712,-81.3552
bakersfield,CA,2000,2016,chevrolet,cruze limited 1lt auto,excellent,4 cylinders,gas,83107,clean,automatic,fwd,full-size,sedan,brown,34.201002,-118.571278
oklahoma city,OK,15995,2015,ford,explorer,excellent,6 cylinders,gas,158885,clean,automatic,4wd,full-size,SUV,red,35.510763,-97.58724000000001
medford,OR,10699,2014,nissan,murano,excellent,6 cylinders,gas,134831,clean,automatic,4wd,mid-size,SUV,silver,42.3477,-122.887331
grand forks,ND,18990,2017,gmc,terrain sle,like new,4 cylinders,gas,20412,clean,automatic,fwd,mid-size,SUV,blue,47.920244,-97.044974
anchorage ,AK,11500,2000,ford,excursion,excellent,8 cylinders,diesel,121000,clean,automatic,4wd,full-size,SUV,white,61.5463,-149.5901
Pennsville,DE,3950,2003,mercedes-benz,e-class,good,8 cylinders,gas,126637,clean,automatic,rwd,compact,sedan,black,39.253225,-75.586968
fayetteville,AR,15800,2015,ford,f-150,good,6 cylinders,gas,136900,clean,automatic,4wd,full-size,truck,white,36.644835,-93.218011
iowa city,IA,10995,2012,buick,regal,good,4 cylinders,gas,50364,clean,automatic,fwd,mid-size,sedan,white,42.504822999999995,-92.405569
medford,OR,9897,2013,hyundai,accent gls 4dr sedan,excellent,4 cylinders,gas,73993,clean,automatic,fwd,compact,sedan,blue,42.341518,-122.880458
sacramento,CA,14000,2014,toyota,camry,excellent,4 cylinders,gas,53000,clean,automatic,fwd,full-size,sedan,black,38.4243,-121.43700000000001
ft myers ,FL,8990,2014,ford,focus,excellent,4 cylinders,gas,77667,clean,automatic,fwd,compact,sedan,black,26.627126,-81.861845
gulfport ,AL,8890,2007,gmc,yukon,excellent,8 cylinders,gas,158539,clean,automatic,rwd,full-size,SUV,silver,30.4007,-87.6857
southeast missouri,MO,16867,2001,chevrolet,corvette,excellent,8 cylinders,gas,63113,clean,automatic,rwd,mid-size,convertible,custom,38.584848,-89.985587
sacramento,CA,13995,2013,toyota,rav4,excellent,4 cylinders,gas,108850,clean,automatic,4wd,mid-size,SUV,silver,38.640536,-121.27091499999999
jacksonville,FL,1,2019,kia,forte,excellent,10 cylinders,gas,10802,clean,other,4wd,compact,sedan,grey,28.466088,-81.396429
san diego,CA,20999,2016,ford,transit,excellent,6 cylinders,gas,44699,clean,automatic,fwd,full-size,van,white,33.118922999999995,-117.082027
rochester,NY,11500,2012,subaru,outback,excellent,6 cylinders,gas,144000,clean,automatic,4wd,full-size,SUV,white,43.1964,-76.9152
modesto,CA,24532,2013,chevrolet,silverado 2500 hd,like new,8 cylinders,gas,64933,clean,automatic,4wd,full-size,pickup,white,37.765104,-120.850714
harrisonburg,VA,14725,2016,gmc,canyon extended cab,excellent,4 cylinders,gas,53208,clean,automatic,rwd,full-size,pickup,silver,38.0964,-78.9929
ventura county,CA,15500,2016,audi,a4,excellent,4 cylinders,gas,59389,salvage,automatic,4wd,mid-size,sedan,grey,34.272255,-119.21590800000001
new haven,CT,8650,2006,ford,expedition eddie bauer,excellent,8 cylinders,gas,76903,clean,automatic,4wd,mid-size,SUV,brown,41.28,-72.8106
indianapolis,IN,21490,2011,ford,f-350 sd,good,8 cylinders,gas,52361,clean,automatic,4wd,full-size,truck,blue,40.468826,-74.281734
appleton,WI,4995,2006,toyota,sienna xle,excellent,6 cylinders,gas,210381,clean,automatic,fwd,full-size,mini-van,custom,44.0656,-89.2666
redding,CA,11900,2012,chevrolet,traverse,good,6 cylinders,gas,143000,clean,automatic,4wd,full-size,SUV,white,40.547,-122.34
ft myers ,FL,6500,2007,cadillac,dts,excellent,8 cylinders,gas,42000,clean,automatic,rwd,full-size,sedan,brown,26.506371,-82.079887
jersey shore,NJ,7500,2001,mercedes-benz,benz s430,excellent,8 cylinders,gas,81150,clean,automatic,rwd,full-size,sedan,black,40.2096,-74.0714
yuba-sutter,CA,17000,2011,chevrolet,tahoe lt,excellent,8 cylinders,gas,102000,clean,automatic,rwd,full-size,SUV,white,39.1237,-121.6611
birmingham,AL,4700,2004,gmc,yukon,good,8 cylinders,gas,196500,clean,automatic,4wd,full-size,SUV,grey,33.1934,-86.7944
wilmington,NC,0,2015,ford,f-250 sd,good,8 cylinders,gas,71059,clean,automatic,rwd,full-size,truck,white,33.711509,-78.909582
jersey shore,NJ,10350,2009,lexus,es 350,excellent,6 cylinders,gas,87856,clean,automatic,fwd,compact,sedan,white,40.4037,-73.9915
louisville,KY,8795,2011,buick,lacrosse,excellent,6 cylinders,gas,132564,clean,automatic,fwd,mid-size,sedan,black,38.159627,-85.69770799999999
western slope,CO,15749,2008,chevrolet,suburban ltz,excellent,8 cylinders,gas,111710,clean,automatic,4wd,full-size,SUV,white,38.406213,-107.84424299999999
tallahassee,FL,0,2009,nissan,altima,good,4 cylinders,gas,155053,clean,automatic,fwd,mid-size,sedan,silver,30.2108,-84.3205
western massachusetts,MA,15995,2013,bmw,750i xdrive,excellent,8 cylinders,gas,87113,clean,automatic,4wd,full-size,sedan,black,41.9099,-72.6029
anchorage ,AK,26000,2016,ram,1500,excellent,8 cylinders,gas,42000,clean,automatic,4wd,full-size,truck,silver,61.144142,-149.800297
long island,NY,14990,2011,ford,f-250 sd,good,8 cylinders,gas,136100,clean,automatic,4wd,full-size,truck,white,40.468826,-74.281734
dayton ,OH,12995,2016,chevrolet,malibu,like new,4 cylinders,gas,10000,lien,automatic,fwd,mid-size,sedan,silver,39.690677,-84.239559
salem,OR,5775,2009,dodge,grand caravan,excellent,6 cylinders,gas,162709,clean,automatic,fwd,mid-size,mini-van,red,45.005753999999996,-123.02446200000001
akron ,OH,4400,2009,chevrolet,malibu ls fleet,excellent,6 cylinders,gas,146113,clean,automatic,fwd,full-size,sedan,blue,41.172405,-80.662136
louisville,KY,4800,2007,honda,odyssey ex-l,excellent,6 cylinders,gas,169531,clean,automatic,fwd,full-size,mini-van,silver,38.253583,-85.705937
bozeman,MT,3500,2004,gmc,yukon denali,good,8 cylinders,gas,235887,clean,automatic,4wd,mid-size,SUV,silver,45.979927,-111.139788
North Windham,ME,28499,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,69187,clean,automatic,4wd,full-size,truck,white,43.85853,-70.45391
battle creek,MI,9300,2014,toyota,corolla,excellent,4 cylinders,gas,109200,clean,automatic,fwd,compact,sedan,red,42.320028,-85.208863
cleveland,OH,13999,2010,gmc,sierra 1500,excellent,8 cylinders,gas,114933,clean,automatic,4wd,full-size,pickup,silver,41.575218,-81.551502
mobile,AL,6900,2014,dodge,grand caravan sxt,good,6 cylinders,gas,153304,clean,automatic,fwd,full-size,mini-van,black,30.528979,-87.708065
albuquerque,NM,23995,2013,ford,f-150,good,6 cylinders,gas,112625,clean,automatic,4wd,full-size,truck,green,35.086515000000006,-106.56360900000001
tri-cities,TN,8500,2014,kia,soul,excellent,4 cylinders,gas,90428,clean,automatic,fwd,mid-size,sedan,green,36.14403,-82.41825
santa barbara,CA,7500,2010,volkswagen,routan se 2010,excellent,6 cylinders,gas,104060,clean,automatic,fwd,full-size,mini-van,blue,34.428540999999996,-119.7012
wichita,KS,16500,2013,chevrolet,silverado,excellent,8 cylinders,gas,125000,lien,automatic,rwd,full-size,pickup,brown,37.6779,-97.4235
anchorage ,AK,29900,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,55764,clean,automatic,4wd,full-size,pickup,white,61.155156000000005,-149.89176799999998
winston-salem,NC,12950,2006,chevrolet,silverado 1500,excellent,8 cylinders,gas,170755,clean,automatic,4wd,full-size,truck,red,36.030812,-80.166818
albany,NY,17995,2015,chevrolet,traverse,excellent,6 cylinders,gas,88000,clean,automatic,4wd,full-size,SUV,black,42.147636999999996,-75.90009
lynchburg,VA,2700,2008,ford,escape xls w/manual,good,4 cylinders,gas,178953,clean,manual,fwd,full-size,SUV,white,38.2995,-77.4772
los angeles,CA,9800,2014,nissan,altima,excellent,4 cylinders,gas,89293,clean,automatic,fwd,mid-size,sedan,white,34.21788,-118.48451999999999
greenville ,SC,11500,2005,chevrolet,silverado 1500,good,8 cylinders,gas,300000,clean,automatic,rwd,full-size,pickup,white,34.7244,-82.4702
wichita,KS,13700,2007,jeep,wrangler unlimited x,good,6 cylinders,gas,120847,clean,manual,rwd,full-size,SUV,green,37.7024,-97.2811
quad cities,IA/IL,6250,2005,bmw,325ci convertible,good,6 cylinders,gas,93000,clean,automatic,rwd,compact,convertible,grey,42.051899,-91.631749
little rock,AR,29500,2014,chevrolet,silverado ltz crew 4x4,excellent,8 cylinders,gas,53500,clean,automatic,4wd,full-size,pickup,black,36.2942,-91.7474
appleton,WI,6900,2010,chevrolet,impala,good,6 cylinders,gas,76050,clean,automatic,fwd,full-size,sedan,grey,44.040681,-88.729298
madison,WI,6900,2005,lexus,rx 330,good,6 cylinders,gas,136400,clean,automatic,4wd,full-size,SUV,silver,43.1205,-89.3523
flint,MI,8000,2012,chevrolet,cruze,excellent,4 cylinders,gas,79160,clean,automatic,fwd,mid-size,sedan,blue,42.94542,-83.67716999999999
lancaster,PA,16995,2006,ram,2500 diesel,excellent,6 cylinders,diesel,221999,clean,automatic,4wd,full-size,truck,red,40.129313,-76.558301
daytona beach,FL,8000,2012,chrysler,town & country,like new,6 cylinders,gas,130473,clean,automatic,fwd,mid-size,van,red,29.017024,-81.303517
san diego,CA,23500,2018,honda,clarity plug-in hybrid,excellent,4 cylinders,hybrid,19500,clean,automatic,fwd,mid-size,sedan,black,32.7973,-117.1392
cincinnati,OH,4000,2006,bmw,x5,good,6 cylinders,gas,170000,clean,automatic,4wd,full-size,SUV,silver,38.8875,-84.6328
houma,LA,0,2009,ford,f150 super cab,excellent,8 cylinders,gas,194633,clean,automatic,rwd,full-size,pickup,white,30.459,-90.9027
madison,WI,16900,2007,chevrolet,suburban,good,8 cylinders,gas,66000,clean,automatic,4wd,full-size,SUV,silver,42.8386,-89.0642
North Providence,RI,15995,2014,mercedes-benz,benz glk 350 4matic,excellent,6 cylinders,gas,91759,clean,automatic,4wd,mid-size,SUV,black,41.9099,-72.6029
bozeman,MT,22995,2014,gmc,sierra 1500,excellent,8 cylinders,gas,77571,clean,automatic,4wd,mid-size,pickup,white,46.538409,-114.10636399999999
austin,TX,2095,2007,pontiac,g6,excellent,6 cylinders,gas,167000,clean,automatic,fwd,full-size,sedan,red,30.5145,-97.66799999999999
western slope,CO,12440,2011,audi,q5 premium plus,excellent,4 cylinders,gas,108893,clean,automatic,4wd,mid-size,SUV,grey,38.406348,-107.84424299999999
eau claire,WI,25995,2014,ford,f-250 super duty,excellent,8 cylinders,diesel,140773,clean,automatic,4wd,full-size,truck,blue,45.301094,-92.970943
valdosta,GA,6800,2000,ford,f-150,excellent,8 cylinders,gas,129000,clean,automatic,rwd,full-size,truck,black,31.4551,-82.8561
new york city,NY,7250,2009,audi,a4 avant 2.0t quattro,excellent,4 cylinders,gas,129700,clean,automatic,4wd,compact,wagon,black,40.3859,-74.17399999999999
roanoke,VA,2999,2009,ford,fusion se,excellent,4 cylinders,gas,143122,clean,automatic,fwd,full-size,sedan,blue,37.338364,-79.956028
knoxville,TN,22995,2013,ford,f150,good,8 cylinders,gas,128460,clean,automatic,4wd,full-size,truck,white,36.076996,-83.768911
kenosha,WI,0,2016,audi,a6,excellent,6 cylinders,gas,20519,clean,automatic,4wd,mid-size,sedan,blue,42.59548,-87.87969
baltimore,MD,20490,2015,ford,f-250 sd,good,8 cylinders,gas,66927,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
finger lakes,NY,24995,2016,ford,transit,good,6 cylinders,gas,67891,clean,automatic,rwd,mid-size,van,white,43.219605,-77.818015
odessa ,TX,21990,2012,chevrolet,silverado 1500,excellent,8 cylinders,gas,94462,clean,automatic,4wd,mid-size,truck,black,31.897388,-98.615578
manhattan,KS,19995,2007,chevrolet,silverado 2500hd 4x4,excellent,8 cylinders,diesel,219000,clean,automatic,4wd,full-size,truck,white,39.035726000000004,-96.829436
Pennsville,DE,18950,2017,volkswagen,gti 4dr,like new,4 cylinders,gas,34317,clean,automatic,fwd,mid-size,hatchback,grey,39.804106,-74.91545
huntsville ,AL,10000,2008,ram,1500 slt quad cab 4x4,excellent,8 cylinders,gas,142577,clean,automatic,4wd,full-size,pickup,red,34.643,-86.8168
danville,NC,10900,2010,ford,econoline cargo van,excellent,8 cylinders,gas,133720,clean,automatic,rwd,full-size,van,white,36.030812,-80.166818
reno ,NV,27000,2018,infiniti,q50 3.0t sport,like new,6 cylinders,gas,21000,clean,automatic,rwd,full-size,sedan,white,39.0783,-120.9549
houston,TX,16888,2014,ford,explorer,excellent,6 cylinders,gas,80685,clean,automatic,fwd,full-size,SUV,grey,30.011779999999998,-95.58563000000001
tucson,AZ,4495,2004,toyota,highlander,good,6 cylinders,gas,231373,clean,automatic,4wd,full-size,SUV,custom,32.200614,-110.87562
new york city,NY,5300,2012,volkswagen,jetta,excellent,4 cylinders,gas,76000,clean,automatic,fwd,compact,sedan,grey,40.5352,-74.2116
columbia ,MO,26900,2018,nissan,nv1500 sv,like new,6 cylinders,gas,3560,clean,automatic,rwd,full-size,van,white,38.9348,-92.3639
yuba-sutter,CA,11999,2013,mercedes-benz,c-class,excellent,4 cylinders,gas,71723,clean,automatic,rwd,compact,sedan,white,38.608933,-121.43018799999999
eastern NC,NC,30998,2016,ram,1500,excellent,8 cylinders,gas,81297,clean,automatic,4wd,mid-size,truck,white,35.77523,-77.99925999999999
texoma,OK,0,2018,gmc,sierra 1500,excellent,8 cylinders,gas,15728,clean,automatic,4wd,mid-size,truck,black,34.19709,-97.16056
lincoln,NE,6900,2014,chevrolet,cruze,good,4 cylinders,gas,47900,rebuilt,automatic,fwd,mid-size,sedan,blue,40.8392,-96.6532
mobile,AL,9988,2007,toyota,tundra,good,8 cylinders,gas,0,clean,automatic,4wd,full-size,truck,silver,30.520244,-89.647288
